scientific_name	size_class	trophic_type	comments	trophic_type_source
Asterionellopsis kariana		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Asteroplanus karianus	1	AU		SMHI_bvol och PEG
Asteroplanus karianus	2	AU		SMHI_bvol och PEG
Asteroplanus karianus	3	AU		SMHI_bvol och PEG
Asteroplanus karianus	4	AU		
Asteroplanus karianus	5	AU		
Asteroplanus karianus	6	AU		
Asteroplanus karianus		AU		Lagt till art utan storleksklass
Attheya	1	AU		
Attheya	2	AU		
Attheya		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Attheya decora	1	AU		SMHI_bvol och PEG
Attheya decora	2	AU		SMHI_bvol och PEG
Attheya decora	3	AU		SMHI_bvol och PEG
Attheya decora	4	AU		SMHI_bvol och PEG
Attheya decora	5	AU		SMHI_bvol och PEG
Attheya decora		AU		Lagt till art utan storleksklass
Attheya longicornis	1	AU		SMHI_bvol och PEG
Attheya longicornis		AU		Lagt till art utan storleksklass
Attheya septentrionalis	1	AU		SMHI_bvol och PEG
Attheya septentrionalis	2	AU		SMHI_bvol och PEG
Attheya septentrionalis		AU		Lagt till art utan storleksklass
Aulacoseira	1	AU		SMHI_bvol och PEG
Aulacoseira	2	AU		SMHI_bvol och PEG
Aulacoseira	3	AU		SMHI_bvol och PEG
Aulacoseira		AU		Lagt till art utan storleksklass
Aulacoseira alpigena	1	AU		SMHI_bvol och PEG
Aulacoseira alpigena	2	AU		SMHI_bvol och PEG
Aulacoseira alpigena		AU		Lagt till art utan storleksklass
Aulacoseira ambigua	1	AU		SMHI_bvol och PEG
Aulacoseira ambigua	2	AU		SMHI_bvol och PEG
Aulacoseira ambigua	3	AU		SMHI_bvol och PEG
Aulacoseira ambigua	4	AU		SMHI_bvol och PEG
Aulacoseira ambigua	5	AU		SMHI_bvol och PEG
Aulacoseira ambigua	6	AU		SMHI_bvol och PEG
Aulacoseira ambigua	7	AU		SMHI_bvol och PEG
Aulacoseira ambigua		AU		Lagt till art utan storleksklass
Aulacoseira distans	1	AU		SMHI_bvol och PEG
Aulacoseira distans	2	AU		SMHI_bvol och PEG
Aulacoseira distans	3	AU		SMHI_bvol och PEG
Aulacoseira distans		AU		Lagt till art utan storleksklass
Aulacoseira granulata	1	AU		SMHI_bvol och PEG
Aulacoseira granulata	2	AU		SMHI_bvol och PEG
Aulacoseira granulata	3	AU		SMHI_bvol och PEG
Aulacoseira granulata	4	AU		SMHI_bvol och PEG
Aulacoseira granulata	5	AU		SMHI_bvol och PEG
Aulacoseira granulata	6	AU		SMHI_bvol och PEG
Aulacoseira granulata	7	AU		SMHI_bvol och PEG
Aulacoseira granulata	8	AU		SMHI_bvol och PEG
Aulacoseira granulata		AU		Lagt till art utan storleksklass
Aulacoseira granulata var. angustissima	1	AU		SMHI_bvol och PEG
Aulacoseira granulata var. angustissima	2	AU		SMHI_bvol och PEG
Aulacoseira granulata var. angustissima	3	AU		SMHI_bvol och PEG
Aulacoseira granulata var. angustissima	4	AU		SMHI_bvol och PEG
Aulacoseira granulata var. angustissima		AU		Lagt till art utan storleksklass
Aulacoseira granulata var. granulata	1	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata	2	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata	3	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata	4	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata	5	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata	6	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata	7	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata	8	AU		SMHI_bvol och PEG
Aulacoseira granulata var. granulata		AU		Lagt till art utan storleksklass
Aulacoseira islandica	1	AU		SMHI_bvol och PEG
Aulacoseira islandica	2	AU		SMHI_bvol och PEG
Aulacoseira islandica	3	AU		SMHI_bvol och PEG
Aulacoseira islandica	4	AU		SMHI_bvol och PEG
Aulacoseira islandica	5	AU		SMHI_bvol och PEG
Aulacoseira islandica	6	AU		SMHI_bvol och PEG
Aulacoseira islandica		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Aulacoseira islandica subsp. helvetica	1	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. helvetica	2	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. helvetica	3	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. helvetica		AU		Lagt till art utan storleksklass
Aulacoseira islandica subsp. islandica	1	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. islandica	2	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. islandica	3	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. islandica	4	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. islandica	5	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. islandica	6	AU		SMHI_bvol och PEG
Aulacoseira islandica subsp. islandica		AU		Lagt till art utan storleksklass
Aulacoseira italica	1	AU		SMHI_bvol och PEG
Aulacoseira italica	2	AU		SMHI_bvol och PEG
Aulacoseira italica	3	AU		
Aulacoseira italica		AU		Lagt till art utan storleksklass
Aulacoseira italica var. tenuissima		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Aulacoseira subarctica	1	AU		PEG_BVOL_2020
Aulacoseira subarctica	2	AU		PEG_BVOL_2020
Aulacoseira subarctica	3	AU		PEG_BVOL_2020
Aulacoseira subarctica	4	AU		PEG_BVOL_2020
Aulacoseira subarctica		AU		PEG_BVOL_2020
Aulacoseira tenella	1	AU		
Aulacoseira tenella		AU		
Azadinium	1	AU		SMHI_bvol och PEG
Azadinium		AU		Lagt till art utan storleksklass
Azadinium caudatum	1	AU		
Azadinium caudatum		AU		
Azadinium spinosum	1	AU		SMHI_bvol och PEG
Azadinium spinosum		AU		Lagt till art utan storleksklass
Bacillaria paxillifera	1	AU		SMHI_bvol och PEG
Bacillaria paxillifera		AU		Lagt till art utan storleksklass
Bacillariales		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Bacillariophyceae	1	AU		SMHI_bvol och PEG
Bacillariophyceae	2	AU		SMHI_bvol och PEG
Bacillariophyceae	3	AU		SMHI_bvol och PEG
Bacillariophyceae	4	AU		SMHI_bvol och PEG
Bacillariophyceae	5	AU		SMHI_bvol och PEG
Bacillariophyceae	6	AU		SMHI_bvol och PEG
Bacillariophyceae	7	AU		SMHI_bvol och PEG
Bacillariophyceae	8	AU		SMHI_bvol och PEG
Bacillariophyceae	9	AU		SMHI_bvol och PEG
Bacillariophyceae	10	AU		SMHI_bvol och PEG
Bacillariophyceae	11	AU		SMHI_bvol och PEG
Bacillariophyceae	12	AU		SMHI_bvol och PEG
Bacillariophyceae	13	AU		SMHI_bvol och PEG
Bacillariophyceae	14	AU		SMHI_bvol och PEG
Bacillariophyceae	15	AU		SMHI_bvol och PEG
Bacillariophyceae	16	AU		SMHI_bvol och PEG
Bacillariophyceae	17	AU		SMHI_bvol och PEG
Bacillariophyceae	18	AU		SMHI_bvol och PEG
Bacillariophyceae	19	AU		SMHI_bvol och PEG
Bacillariophyceae	20	AU		SMHI_bvol och PEG
Bacillariophyceae	21	AU		SMHI_bvol och PEG
Bacillariophyceae	22	AU		SMHI_bvol och PEG
Bacillariophyceae	23	AU		SMHI_bvol och PEG
Bacillariophyceae		AU		Lagt till art utan storleksklass
Bacillariophyta	1	AU		SMHI_bvol och PEG
Bacillariophyta		AU		Lagt till art utan storleksklass
Bacteriastrum hyalinum	1	AU		SMHI_bvol och PEG
Bacteriastrum hyalinum		AU		Lagt till art utan storleksklass
Bacterosira	1	AU		
Bacterosira		AU		
Balanion		HT		
Balanion comatum	1	HT		SMHI_bvol och PEG
Balanion comatum		HT		Lagt till art utan storleksklass
Balechina gracilis	1	HT		
Balechina gracilis	2	HT		
Balechina gracilis	3	HT		
Balechina gracilis	4	HT		
Balechina gracilis		HT		
Barrufeta resplendens	1	AU		PEG_BVOL_2020
Barrufeta resplendens		AU		Lagt till art utan storleksklass
Belonastrum berolinense	1	AU		
Belonastrum berolinense	2	AU		
Belonastrum berolinense	3	AU		
Belonastrum berolinensis	2	AU		
Belonastrum berolinensis		AU		
Bicosoeca	1	HT		SMHI_bvol och PEG
Bicosoeca		HT		Lagt till art utan storleksklass
Bicosta		HT		
Bicosta minor	1	HT		SMHI_bvol och PEG
Bicosta minor		HT		Lagt till art utan storleksklass
Bicosta spinifera	1	HT		SMHI_bvol och PEG
Bicosta spinifera		HT		Lagt till art utan storleksklass
Biecheleria baltica	1	AU		
Biecheleria baltica	2	AU		
Biecheleria baltica	3	AU		
Biecheleria baltica	4	AU		
Biecheleria baltica	5	AU		
Biecheleria baltica	6	AU		
Biecheleria baltica	7	AU		
Biecheleria baltica	8	AU		
Biecheleria baltica		AU		
Binuclearia		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Binuclearia lauterbornii	1	AU		PEG
Binuclearia lauterbornii	1	AU		
Binuclearia lauterbornii	2	AU		PEG
Binuclearia lauterbornii	2	AU		
Binuclearia lauterbornii	3	AU		PEG
Binuclearia lauterbornii	3	AU		
Binuclearia lauterbornii	4	AU		PEG
Binuclearia lauterbornii	4	AU		
Binuclearia lauterbornii	5	AU		PEG
Binuclearia lauterbornii	5	AU		
Binuclearia lauterbornii	6	AU		PEG
Binuclearia lauterbornii	32	AU		
Binuclearia lauterbornii		AU		Lagt till art utan storleksklass
Binuclearia lauterbornii		AU		
Bitrichia chodatii		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Botryococcus	1	AU		SMHI_bvol och PEG
Botryococcus	2	AU		SMHI_bvol och PEG
Botryococcus	3	AU		SMHI_bvol och PEG
Botryococcus	4	AU		SMHI_bvol och PEG
Botryococcus	5	AU		SMHI_bvol och PEG
Botryococcus	6	AU		SMHI_bvol och PEG
Botryococcus	7	AU		SMHI_bvol och PEG
Botryococcus	8	AU		
Botryococcus	9	AU		
Botryococcus	10	AU		
Botryococcus		AU		Lagt till art utan storleksklass
Botryococcus braunii		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Botryococcus braunii		AU		
Botryococcus braunii		AU		
Braarudosphaera bigelowii	1	AU		
Braarudosphaera bigelowii		AU		
Brebissonia lanceolata	1	AU		
Brebissonia lanceolata		AU		
Cafeteria		HT		
Calliacantha	1	HT		SMHI_bvol och PEG
Calliacantha	2	HT		
Calliacantha		HT		Lagt till art utan storleksklass
Calliacantha longicaudata	1	HT		SMHI_bvol och PEG
Calliacantha longicaudata	2	HT		SMHI_bvol och PEG
Calliacantha longicaudata		HT		Lagt till art utan storleksklass
Calliacantha natans	1	HT		SMHI_bvol och PEG
Calliacantha natans	2	HT		SMHI_bvol och PEG
Calliacantha natans		HT		Lagt till art utan storleksklass
Calliacantha simplex	1	HT		SMHI_bvol och PEG
Calliacantha simplex		HT		Lagt till art utan storleksklass
Caloneis		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Caloneis amphisbaena	1	AU		SMHI_bvol och PEG
Caloneis amphisbaena	2	AU		SMHI_bvol och PEG
Caloneis amphisbaena		AU		Lagt till art utan storleksklass
Caloneis amphisbaena var. subsalina	1	AU		SMHI_bvol och PEG
Caloneis amphisbaena var. subsalina	2	AU		SMHI_bvol och PEG
Caloneis amphisbaena var. subsalina		AU		Lagt till art utan storleksklass
Caloneis silicula	1	AU		SMHI_bvol och PEG
Caloneis silicula		AU		Lagt till art utan storleksklass
Calycomonas wulffii		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Campylodiscus clypeus	1	AU		SMHI_bvol och PEG
Campylodiscus clypeus		AU		Lagt till art utan storleksklass
Carteria	1	AU		SMHI_bvol och PEG
Carteria	2	AU		SMHI_bvol och PEG
Carteria		AU		Lagt till art utan storleksklass
Cavinula lacustris	1	AU		SMHI_bvol och PEG
Cavinula lacustris	2	AU		
Cavinula lacustris		AU		Lagt till art utan storleksklass
Centrales	1	AU		SMHI_bvol och PEG
Centrales	2	AU		SMHI_bvol och PEG
Centrales	3	AU		SMHI_bvol och PEG
Centrales	4	AU		SMHI_bvol och PEG
Centrales	5	AU		SMHI_bvol och PEG
Centrales	6	AU		SMHI_bvol och PEG
Centrales	7	AU		SMHI_bvol och PEG
Centrales	8	AU		SMHI_bvol och PEG
Centrales	9	AU		SMHI_bvol och PEG
Centrales	10	AU		SMHI_bvol och PEG
Centrales	11	AU		SMHI_bvol och PEG
Centrales	12	AU		SMHI_bvol och PEG
Centrales	13	AU		SMHI_bvol och PEG
Centrales	14	AU		SMHI_bvol och PEG
Centrales	15	AU		SMHI_bvol och PEG
Centrales	16	AU		SMHI_bvol och PEG
Centrales	17	AU		SMHI_bvol och PEG
Centrales		AU		Lagt till art utan storleksklass
Cerataulina pelagica	1	AU		SMHI_bvol och PEG
Cerataulina pelagica	2	AU		SMHI_bvol och PEG
Cerataulina pelagica	3	AU		SMHI_bvol och PEG
Cerataulina pelagica	4	AU		SMHI_bvol och PEG
Cerataulina pelagica	5	AU		SMHI_bvol och PEG
Cerataulina pelagica	6	AU		SMHI_bvol och PEG
Cerataulina pelagica	7	AU		SMHI_bvol och PEG
Cerataulina pelagica	8	AU		SMHI_bvol och PEG
Cerataulina pelagica	9	AU		SMHI_bvol och PEG
Cerataulina pelagica	10	AU		SMHI_bvol och PEG
Cerataulina pelagica	11	AU		SMHI_bvol och PEG
Cerataulina pelagica	12	AU		SMHI_bvol och PEG
Cerataulina pelagica	13	AU		SMHI_bvol och PEG
Cerataulina pelagica	14	AU		SMHI_bvol och PEG
Cerataulina pelagica	15	AU		SMHI_bvol och PEG
Cerataulina pelagica	16	AU		SMHI_bvol och PEG
Cerataulina pelagica	17	AU		SMHI_bvol och PEG
Cerataulina pelagica		AU		Lagt till art utan storleksklass
Ceratium	1	AU		SMHI_bvol och PEG
Ceratium		AU		Lagt till art utan storleksklass
Ceratium arietinum	1	AU		SMHI_bvol och PEG
Ceratium arietinum		AU		Lagt till art utan storleksklass
Ceratium bucephalum	1	AU		SMHI_bvol och PEG
Ceratium bucephalum	2	AU		SMHI_bvol och PEG
Ceratium bucephalum		AU		Lagt till art utan storleksklass
Ceratium furca	1	AU		SMHI_bvol och PEG
Ceratium furca	2	AU		SMHI_bvol och PEG
Ceratium furca	3	AU		SMHI_bvol och PEG
Ceratium furca		AU		Lagt till art utan storleksklass
Ceratium furcoides		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Ceratium fusus	1	AU		SMHI_bvol och PEG
Ceratium fusus	2	AU		SMHI_bvol och PEG
Ceratium fusus		AU		Lagt till art utan storleksklass
Ceratium hirundinella	1	AU		SMHI_bvol och PEG
Ceratium hirundinella	2	AU		SMHI_bvol och PEG
Ceratium hirundinella	3	AU		SMHI_bvol och PEG
Ceratium hirundinella	4	AU		
Ceratium hirundinella		AU		Lagt till art utan storleksklass
Ceratium horridum	1	AU		SMHI_bvol och PEG
Ceratium horridum	2	AU		SMHI_bvol och PEG
Ceratium horridum	3	AU		SMHI_bvol och PEG
Ceratium horridum		AU		Lagt till art utan storleksklass
Ceratium lineatum	1	AU		SMHI_bvol och PEG
Ceratium lineatum	2	AU		SMHI_bvol och PEG
Ceratium lineatum	3	AU		SMHI_bvol och PEG
Ceratium lineatum	4	AU		SMHI_bvol och PEG
Ceratium lineatum	5	AU		SMHI_bvol och PEG
Ceratium lineatum		AU		Lagt till art utan storleksklass
Ceratium longipes	1	AU		SMHI_bvol och PEG
Ceratium longipes	2	AU		SMHI_bvol och PEG
Ceratium longipes		AU		Lagt till art utan storleksklass
Ceratium macroceros	1	AU		SMHI_bvol och PEG
Ceratium macroceros	2	AU		SMHI_bvol och PEG
Ceratium macroceros		AU		Lagt till art utan storleksklass
Ceratium minutum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Ceratium tripos	1	AU		SMHI_bvol och PEG
Ceratium tripos	2	AU		SMHI_bvol och PEG
Ceratium tripos	3	AU		SMHI_bvol och PEG
Ceratium tripos	4	AU		SMHI_bvol och PEG
Ceratium tripos	5	AU		SMHI_bvol och PEG
Ceratium tripos	6	AU		SMHI_bvol och PEG
Ceratium tripos		AU		Lagt till art utan storleksklass
Ceratoneis closterium	1	AU		SMHI_bvol och PEG
Ceratoneis closterium	2	AU		SMHI_bvol och PEG
Ceratoneis closterium	3	AU		SMHI_bvol och PEG
Ceratoneis closterium	4	AU		SMHI_bvol och PEG
Ceratoneis closterium	5	AU		SMHI_bvol och PEG
Ceratoneis closterium		AU		Lagt till art utan storleksklass
Chaetoceros	1	AU		SMHI_bvol och PEG
Chaetoceros	2	AU		SMHI_bvol och PEG
Chaetoceros	3	AU		SMHI_bvol och PEG
Chaetoceros	4	AU		SMHI_bvol och PEG
Chaetoceros	5	AU		SMHI_bvol och PEG
Chaetoceros	6	AU		SMHI_bvol och PEG
Chaetoceros	7	AU		SMHI_bvol och PEG
Chaetoceros	8	AU		SMHI_bvol och PEG
Chaetoceros	9	AU		SMHI_bvol och PEG
Chaetoceros	10	AU		SMHI_bvol och PEG
Chaetoceros	11	AU		SMHI_bvol och PEG
Chaetoceros	12	AU		SMHI_bvol och PEG
Chaetoceros	13	AU		SMHI_bvol och PEG
Chaetoceros	14	AU		SMHI_bvol och PEG
Chaetoceros	15	AU		SMHI_bvol och PEG
Chaetoceros	16	AU		PEG_BVOL_2020
Chaetoceros		AU		Lagt till art utan storleksklass
Chaetoceros affinis	1	AU		SMHI_bvol och PEG
Chaetoceros affinis	2	AU		SMHI_bvol och PEG
Chaetoceros affinis	3	AU		SMHI_bvol och PEG
Chaetoceros affinis	4	AU		SMHI_bvol och PEG
Chaetoceros affinis	5	AU		SMHI_bvol och PEG
Chaetoceros affinis	6	AU		SMHI_bvol och PEG
Chaetoceros affinis		AU		Lagt till art utan storleksklass
Chaetoceros anastomosans	1	AU		
Chaetoceros anastomosans		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Chaetoceros anastomosans var. externa	1	AU		SMHI_bvol och PEG
Chaetoceros anastomosans var. externa		AU		Lagt till art utan storleksklass
Chaetoceros atlanticus	1	AU		
Chaetoceros atlanticus	2	AU		
Chaetoceros atlanticus		AU		
Chaetoceros borealis	1	AU		SMHI_bvol och PEG
Chaetoceros borealis	2	AU		SMHI_bvol och PEG
Chaetoceros borealis	3	AU		SMHI_bvol och PEG
Chaetoceros borealis	4	AU		SMHI_bvol och PEG
Chaetoceros borealis	5	AU		SMHI_bvol och PEG
Chaetoceros borealis	6	AU		SMHI_bvol och PEG
Chaetoceros borealis		AU		Lagt till art utan storleksklass
Chaetoceros brevis	1	AU		SMHI_bvol och PEG
Chaetoceros brevis	2	AU		SMHI_bvol och PEG
Chaetoceros brevis	3	AU		SMHI_bvol och PEG
Chaetoceros brevis	4	AU		SMHI_bvol och PEG
Chaetoceros brevis	5	AU		SMHI_bvol och PEG
Chaetoceros brevis	6	AU		SMHI_bvol och PEG
Chaetoceros brevis	7	AU		SMHI_bvol och PEG
Chaetoceros brevis	8	AU		SMHI_bvol och PEG
Chaetoceros brevis	9	AU		SMHI_bvol och PEG
Chaetoceros brevis		AU		Lagt till art utan storleksklass
Chaetoceros calcitrans	1	AU		SMHI_bvol och PEG
Chaetoceros calcitrans	2	AU		SMHI_bvol och PEG
Chaetoceros calcitrans	3	AU		SMHI_bvol och PEG
Chaetoceros calcitrans	4	AU		SMHI_bvol och PEG
Chaetoceros calcitrans		AU		Lagt till art utan storleksklass
Chaetoceros castracanei	1	AU		SMHI_bvol och PEG
Chaetoceros castracanei	2	AU		SMHI_bvol och PEG
Chaetoceros castracanei	3	AU		SMHI_bvol och PEG
Chaetoceros castracanei	4	AU		SMHI_bvol och PEG
Chaetoceros castracanei	5	AU		SMHI_bvol och PEG
Chaetoceros castracanei		AU		Lagt till art utan storleksklass
Chaetoceros ceratosporus	1	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus	2	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus	3	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus	4	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus	5	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus	6	AU		
Chaetoceros ceratosporus		AU		Lagt till art utan storleksklass
Chaetoceros ceratosporus var. ceratosporus	1	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus var. ceratosporus	2	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus var. ceratosporus	3	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus var. ceratosporus	4	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus var. ceratosporus	5	AU		SMHI_bvol och PEG
Chaetoceros ceratosporus var. ceratosporus	6	AU		
Chaetoceros ceratosporus var. ceratosporus		AU		Lagt till art utan storleksklass
Chaetoceros cinctus		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Chaetoceros circinalis	1	AU		SMHI_bvol och PEG
Chaetoceros circinalis	2	AU		SMHI_bvol och PEG
Chaetoceros circinalis		AU		Lagt till art utan storleksklass
Chaetoceros compressus	1	AU		SMHI_bvol och PEG
Chaetoceros compressus	2	AU		SMHI_bvol och PEG
Chaetoceros compressus	3	AU		SMHI_bvol och PEG
Chaetoceros compressus	4	AU		SMHI_bvol och PEG
Chaetoceros compressus		AU		Lagt till art utan storleksklass
Chaetoceros concavicornis	1	AU		SMHI_bvol och PEG
Chaetoceros concavicornis	2	AU		SMHI_bvol och PEG
Chaetoceros concavicornis	3	AU		SMHI_bvol och PEG
Chaetoceros concavicornis	4	AU		SMHI_bvol och PEG
Chaetoceros concavicornis	5	AU		SMHI_bvol och PEG
Chaetoceros concavicornis	6	AU		SMHI_bvol och PEG
Chaetoceros concavicornis	7	AU		SMHI_bvol och PEG
Chaetoceros concavicornis	8	AU		SMHI_bvol och PEG
Chaetoceros concavicornis		AU		Lagt till art utan storleksklass
Chaetoceros constrictus	1	AU		SMHI_bvol och PEG
Chaetoceros constrictus	2	AU		SMHI_bvol och PEG
Chaetoceros constrictus	3	AU		SMHI_bvol och PEG
Chaetoceros constrictus	4	AU		SMHI_bvol och PEG
Chaetoceros constrictus	5	AU		SMHI_bvol och PEG
Chaetoceros constrictus		AU		Lagt till art utan storleksklass
Chaetoceros contortus	1	AU		SMHI_bvol och PEG
Chaetoceros contortus	2	AU		SMHI_bvol och PEG
Chaetoceros contortus	3	AU		SMHI_bvol och PEG
Chaetoceros contortus	4	AU		
Chaetoceros contortus		AU		Lagt till art utan storleksklass
Chaetoceros convolutus	1	AU		SMHI_bvol och PEG
Chaetoceros convolutus	2	AU		SMHI_bvol och PEG
Chaetoceros convolutus	3	AU		SMHI_bvol och PEG
Chaetoceros convolutus	4	AU		SMHI_bvol och PEG
Chaetoceros convolutus	5	AU		SMHI_bvol och PEG
Chaetoceros convolutus	6	AU		SMHI_bvol och PEG
Chaetoceros convolutus	7	AU		SMHI_bvol och PEG
Chaetoceros convolutus	8	AU		SMHI_bvol och PEG
Chaetoceros convolutus	9	AU		SMHI_bvol och PEG
Chaetoceros convolutus	10	AU		SMHI_bvol och PEG
Chaetoceros convolutus	11	AU		
Chaetoceros convolutus	12	AU		
Chaetoceros convolutus		AU		Lagt till art utan storleksklass
Chaetoceros coronatus	1	AU		SMHI_bvol och PEG
Chaetoceros coronatus	2	AU		SMHI_bvol och PEG
Chaetoceros coronatus		AU		Lagt till art utan storleksklass
Chaetoceros costatus	1	AU		SMHI_bvol och PEG
Chaetoceros costatus	2	AU		SMHI_bvol och PEG
Chaetoceros costatus		AU		Lagt till art utan storleksklass
Chaetoceros crinitus	1	AU		SMHI_bvol och PEG
Chaetoceros crinitus	2	AU		SMHI_bvol och PEG
Chaetoceros crinitus		AU		Lagt till art utan storleksklass
Chaetoceros curvisetus	1	AU		SMHI_bvol och PEG
Chaetoceros curvisetus	2	AU		SMHI_bvol och PEG
Chaetoceros curvisetus	3	AU		SMHI_bvol och PEG
Chaetoceros curvisetus	4	AU		
Chaetoceros curvisetus		AU		Lagt till art utan storleksklass
Chaetoceros danicus	1	AU		SMHI_bvol och PEG
Chaetoceros danicus	2	AU		SMHI_bvol och PEG
Chaetoceros danicus	3	AU		SMHI_bvol och PEG
Chaetoceros danicus	4	AU		SMHI_bvol och PEG
Chaetoceros danicus	5	AU		SMHI_bvol och PEG
Chaetoceros danicus	6	AU		SMHI_bvol och PEG
Chaetoceros danicus	7	AU		SMHI_bvol och PEG
Chaetoceros danicus	8	AU		SMHI_bvol och PEG
Chaetoceros danicus	9	AU		SMHI_bvol och PEG
Chaetoceros danicus	10	AU		SMHI_bvol och PEG
Chaetoceros danicus	11	AU		
Chaetoceros danicus		AU		Lagt till art utan storleksklass
Chaetoceros debilis	1	AU		SMHI_bvol och PEG
Chaetoceros debilis	2	AU		SMHI_bvol och PEG
Chaetoceros debilis	3	AU		SMHI_bvol och PEG
Chaetoceros debilis	4	AU		SMHI_bvol och PEG
Chaetoceros debilis	5	AU		SMHI_bvol och PEG
Chaetoceros debilis		AU		Lagt till art utan storleksklass
Chaetoceros decipiens	1	AU		SMHI_bvol och PEG
Chaetoceros decipiens	2	AU		SMHI_bvol och PEG
Chaetoceros decipiens	3	AU		SMHI_bvol och PEG
Chaetoceros decipiens	4	AU		SMHI_bvol och PEG
Chaetoceros decipiens	5	AU		SMHI_bvol och PEG
Chaetoceros decipiens	6	AU		
Chaetoceros decipiens	7	AU		
Chaetoceros decipiens	8	AU		
Chaetoceros decipiens	9	AU		
Chaetoceros decipiens	10	AU		
Chaetoceros decipiens		AU		Lagt till art utan storleksklass
Chaetoceros densus	1	AU		SMHI_bvol och PEG
Chaetoceros densus		AU		
Chaetoceros diadema	1	AU		SMHI_bvol och PEG
Chaetoceros diadema	2	AU		SMHI_bvol och PEG
Chaetoceros diadema	3	AU		SMHI_bvol och PEG
Chaetoceros diadema	4	AU		SMHI_bvol och PEG
Chaetoceros diadema	5	AU		SMHI_bvol och PEG
